,SelectedPokemonID,Caterpie,Golem,Krabby,Mewtwo,Raichu,Venusaur
0,1,-0.5880182981491089,-1.0,-1.0,-1.0,-1.0,-1.0
1,2,0.7194861769676208,-0.9332578778266907,-1.0,-1.0,-1.0,-0.9938946962356567
2,3,0.9925898313522339,-0.9091286063194275,-0.916925311088562,-1.0,-1.0,-0.5690048933029175
3,4,0.9999977946281433,-0.8775355815887451,-0.8575344681739807,-1.0,-0.9993094205856323,-0.16534174978733063
4,5,0.9999994039535522,-0.8713555932044983,-0.8496621251106262,-1.0,-0.9979472756385803,-0.04647299274802208
5,6,1.0,-0.8657834529876709,-0.8432229161262512,-1.0,-0.9963374137878418,0.05954315885901451
6,7,1.0,-0.588954746723175,-0.5015579462051392,-1.0,-0.19862638413906097,0.9804898500442505
7,8,1.0,-0.4699242413043976,-0.36900994181632996,-1.0,0.07157178223133087,0.9980483651161194
8,9,1.0,0.5666081309318542,0.6534153819084167,-0.7134172916412354,0.8290594816207886,1.0
9,10,1.0,0.7454668879508972,0.8090676665306091,-0.6354038715362549,0.8984281420707703,1.0
10,11,0.9730785489082336,-0.9989340305328369,-1.0,-1.0,-1.0,-0.9998577237129211
11,12,1.0,-0.9689049124717712,-1.0,-1.0,-1.0,-0.8904597163200378
12,13,1.0,-0.8657177090644836,-0.8459001183509827,-1.0,-0.9999994039535522,0.9999104738235474
13,14,1.0,-0.8527864813804626,-0.8196524381637573,-1.0,-0.7562263607978821,1.0
14,15,1.0,-0.8004968166351318,-0.7410848736763,-1.0,-0.4703882038593292,1.0
15,16,1.0,-0.7857969999313354,-0.7166592478752136,-1.0,-0.4063439965248108,1.0
16,17,1.0,-0.7610557675361633,-0.6589081883430481,-1.0,-0.27419131994247437,1.0
17,18,1.0,-0.38396546244621277,-0.18701788783073425,-0.9557596445083618,0.42195552587509155,1.0
18,19,1.0,0.7286890149116516,0.8582019805908203,-0.3685344457626343,1.0,1.0
19,20,1.0,0.9999490976333618,1.0,0.512007474899292,1.0,1.0
20,21,0.6648228168487549,-0.9507136344909668,-1.0,-1.0,-1.0,-0.9983627796173096
21,22,0.7920021414756775,-0.9313101768493652,-1.0,-1.0,-1.0,-0.9293679594993591
22,23,0.9886876344680786,-0.895714521408081,-0.9354691505432129,-1.0,-0.9983679056167603,-0.40359851717948914
23,24,0.9999698400497437,-0.8368307948112488,-0.8397508263587952,-1.0,-0.854846715927124,0.21945101022720337
24,25,1.0,-0.46420595049858093,-0.37430256605148315,-1.0,0.09071086347103119,0.9982842206954956
25,26,1.0,0.6247432231903076,0.7043875455856323,-0.9029424786567688,0.8006922602653503,0.9999716877937317
26,27,1.0,0.8770931959152222,0.9157373309135437,-0.47693124413490295,0.936893880367279,1.0
27,28,1.0,0.9035875201225281,0.9348405003547668,-0.41290897130966187,0.9630863666534424,1.0
28,29,1.0,0.9223185777664185,0.9462829232215881,-0.34793123602867126,0.9890288710594177,1.0
29,30,1.0,0.9569081664085388,0.978175163269043,-0.11947480589151382,0.9999818801879883,1.0
30,31,0.7812309265136719,-1.0,-1.0,-1.0,-1.0,-0.9917129874229431
31,32,0.9833202362060547,-1.0,-0.9999950528144836,-1.0,-0.9729196429252625,-0.4065510332584381
32,33,1.0,-0.8796223402023315,-0.08491819351911545,-1.0,0.13958558440208435,0.9999831914901733
33,34,1.0,-0.8431077599525452,0.18752817809581757,-1.0,0.3220043182373047,0.9999295473098755
34,35,1.0,-0.8163831830024719,0.302488774061203,-1.0,0.3903816044330597,0.9998605847358704
35,36,1.0,0.26968610286712646,0.9186127185821533,-0.9999980926513672,0.9737537503242493,1.0
36,37,1.0,0.41607552766799927,0.9381988048553467,-0.9954533576965332,0.9936842918395996,1.0
37,38,1.0,0.6600014567375183,0.9715180397033691,-0.9167355298995972,0.9999983310699463,1.0
38,39,1.0,0.6901156902313232,0.976367175579071,-0.8930788636207581,1.0,1.0
39,40,1.0,0.8020502328872681,0.9948550462722778,-0.679271399974823,1.0,1.0
40,41,0.9765611886978149,-1.0,-1.0,-1.0,-0.9999855756759644,-0.8081978559494019
41,42,0.9999977350234985,-1.0,-1.0,-1.0,-0.9368916749954224,0.3826524615287781
42,43,0.9999982118606567,-0.9843990802764893,-1.0,-1.0,-0.8907145261764526,0.38574540615081787
43,44,1.0,-0.8231242299079895,-0.7925940155982971,-1.0,-0.05497751757502556,1.0
44,45,1.0,-0.722411036491394,-0.7513074278831482,-1.0,0.32552221417427063,1.0
45,46,1.0,-0.2721467912197113,-0.6349005103111267,-0.906190812587738,0.8334644436836243,1.0
46,47,1.0,0.7532766461372375,-0.5198394656181335,-0.704413115978241,1.0,1.0
47,48,1.0,0.99925297498703,0.9999996423721313,0.5452513694763184,1.0,1.0
48,49,1.0,1.0,1.0,0.62648606300354,1.0,1.0
49,50,1.0,1.0,1.0,0.7192261815071106,1.0,1.0
50,51,0.999986469745636,-1.0,-0.999908447265625,-1.0,-1.0,-0.6487281322479248
51,52,1.0,-0.5985839366912842,-0.3832055926322937,-1.0,-0.9997259378433228,0.6444002389907837
52,53,1.0,-0.5646703839302063,-0.22934818267822266,-1.0,-0.9978733062744141,0.902767539024353
53,54,1.0,0.6461377143859863,0.7878925800323486,-0.8385679125785828,-0.04282793402671814,1.0
54,55,1.0,0.7359534502029419,0.8034370541572571,-0.8262342810630798,0.08968037366867065,1.0
55,56,1.0,0.986438512802124,0.8699612021446228,-0.7853025794029236,0.6331247091293335,1.0
56,57,1.0,0.9953163266181946,0.9052875638008118,-0.746404767036438,0.7396916747093201,1.0
57,58,1.0,0.999395489692688,0.9597311019897461,-0.40210312604904175,0.9981157779693604,1.0
58,59,1.0,0.9991877675056458,0.9999802112579346,0.6014476418495178,1.0,1.0
59,60,1.0,0.9997625350952148,0.9999938011169434,0.6215754747390747,1.0,1.0
60,61,0.3355328142642975,-1.0,-1.0,-1.0,-1.0,-1.0
61,62,0.9430780410766602,-1.0,-1.0,-1.0,-0.9999983906745911,-0.8051983118057251
62,63,0.99000483751297,-0.9999942779541016,-1.0,-1.0,-0.9991453886032104,-0.4151579439640045
63,64,0.9998180270195007,-0.9100703001022339,-0.9999884963035583,-1.0,-0.8272585272789001,0.05661545321345329
64,65,1.0,-0.858872652053833,-0.6108579635620117,-1.0,-0.5891474485397339,0.9998458623886108
65,66,1.0,-0.8462069630622864,-0.5362694263458252,-1.0,-0.46539485454559326,0.9999746680259705
66,67,1.0,-0.7952237725257874,0.26731404662132263,-1.0,0.2734755873680115,0.9999996423721313
67,68,1.0,0.7730712294578552,0.9566985368728638,-0.9799748063087463,1.0,1.0
68,69,1.0,0.847698986530304,0.9822984337806702,-0.4858882427215576,1.0,1.0
69,70,1.0,0.8692466616630554,0.9912804961204529,-0.2997910678386688,1.0,1.0
70,71,-0.5830060839653015,-1.0,-1.0,-1.0,-1.0,-1.0
71,72,0.8120713233947754,-1.0,-1.0,-1.0,-1.0,-1.0
72,73,0.9407618045806885,-1.0,-1.0,-1.0,-1.0,-1.0
73,74,0.9983770847320557,-1.0,-1.0,-1.0,-0.9999992251396179,-1.0
74,75,1.0,-0.9895054697990417,-0.7839134335517883,-1.0,-0.6925634145736694,-1.0
75,76,1.0,0.9999997019767761,0.9999921321868896,-1.0,0.5017778277397156,0.9999382495880127
76,77,1.0,1.0,0.9999908804893494,-1.0,0.6329183578491211,1.0
77,78,1.0,1.0,0.9999991655349731,-1.0,0.7720216512680054,1.0
78,79,1.0,0.9998974204063416,1.0,-0.9978173971176147,1.0,1.0
79,80,1.0,0.9999257922172546,1.0,-0.9973011612892151,1.0,1.0
80,81,0.8581984639167786,-0.9999986886978149,-1.0,-1.0,-1.0,-1.0
81,82,0.9999992251396179,-0.6235971450805664,-0.8875828981399536,-1.0,-1.0,-0.9984590411186218
82,83,1.0,-0.38393017649650574,-0.8457763195037842,-1.0,-1.0,-0.9867338538169861
83,84,1.0,0.4443442225456238,-0.27457791566848755,-1.0,-0.9829635620117188,-0.3622820973396301
