,SelectedPokemonID,Caterpie,Golem,Krabby,Mewtwo,Raichu,Venusaur
0,0,-0.6733465253321265,0.8761850001335354,-0.0019030401738633351,0.04410377377878394,-0.08847500119658402,-0.5051119428153443
1,1,0.33135569287313027,-0.5440880549890925,-0.3076565311041368,-0.09505558147621218,0.9420364110035817,0.6770108942098503
2,2,-0.015796768177899656,0.3580023414046427,0.6200319394114311,-0.08992740456544035,0.3576157600437342,-0.31325036781942406
3,3,-0.17818237648476964,0.11136855955624236,0.016455433400383246,0.6985123960384942,-0.3639714879998981,-0.09649785195857863
4,4,0.6461524661593747,-0.913882912481955,-0.5515241055397166,0.19222585232329603,0.14751543903687558,0.3252752278098927
5,5,0.9109897657959156,0.9371943028416234,-0.3046758849126123,-0.30253412636428445,0.416253266423277,-0.2615429918313241
6,6,0.9088666862816717,-0.8835979440687294,-0.023254116058524454,0.050147067532448686,0.8242651813235506,-0.9508567770880585
7,7,-0.3566598504538807,-0.09000955135777278,0.9268606277854978,0.6369317142463391,0.8050218696493563,0.45511080155061023
8,8,-0.26285525385755837,-0.018634945587156837,-0.2264116049902496,-0.5687500869039577,0.579358725423186,0.16770580078646802
9,9,-0.6624615690231519,-0.9129313033709872,-0.42607310065600523,-0.23046608590964124,0.617057378531604,0.1508172583440659
10,10,-0.6100865908858057,-0.808845565707663,-0.4797995101313406,0.9912505604303175,0.005227584751046788,-0.9928000358275288
11,11,-0.5925321186774011,0.6781814075774895,-0.07457788560492373,-0.6930175648723726,0.22559578906265432,-0.3952503689191649
12,12,0.9691847523457151,0.26431308135830966,-0.9641649439933675,0.3451923668434871,0.2896513006646977,0.4762472885195923
13,13,0.9361656575179138,-0.24806548351042568,-0.7144948842779115,0.08070164391426626,0.5915273587010257,0.19688441315705107
14,14,0.21038517568667214,-0.3409079000445685,0.8442866964149036,-0.32024619858469205,-0.8663035974970426,-0.0009356795961488196
15,15,-0.018865185779868288,-0.6596389828170004,-0.5747693392167483,-0.5704484316605498,0.9197702516992274,0.7920210434708943
16,16,0.32565466628337414,-0.4867001875484023,-0.6281768525567883,0.06449331923590207,0.11264763309572756,-0.32259764224487175
17,17,-0.6258031884411739,0.8498938269665639,-0.8454567185021042,0.3117028417148755,0.9233698931760546,-0.2147089271651319
18,18,0.07203643729838216,0.19607924676174493,0.9601225354834684,-0.6989335202405254,0.3890981844612389,0.39386578207089684
19,19,-0.25762895268701835,-0.8267187150808115,-0.4876962971017016,0.04201164968792215,-0.085818168426252,0.31563942081816987
20,20,0.11854909983397133,-0.15395948017401784,0.21550747922342417,0.9828600403816095,-0.6896684884961359,0.06344094708209869
21,21,0.73595357494847,0.433885714101784,-0.17002779305462812,-0.6874276783992537,0.8758616572961453,0.8412623254794387
22,22,-0.5676584477537732,-0.21216644931679296,0.5866079675676497,0.6573210687481987,-0.9707973300570454,0.748995920127274
23,23,0.05700089220195781,0.9642422039943221,0.4231618394449326,0.17759412187264756,-0.5650467579532197,-0.855730437443472
24,24,-0.9032906245556136,0.24692787618723888,0.34232907050012384,-0.5851915627312145,-0.44978850364869816,0.9876033771837238
25,25,0.962740889446912,0.9373977944425602,-0.9744490427559194,0.8668895750122152,-0.3462347024901995,-0.2277874885603297
26,26,0.9048568276322273,-0.48985152727089676,-0.6685497199288901,0.9114253532766936,0.00194849526856955,-0.8689231672959108
27,27,-0.23446501539699982,0.9363665882637784,-0.6115667642074212,0.8686768283605406,-0.021607414152119198,0.10109127124140738
28,28,0.8256465290564015,-0.8425232575824553,0.9026722196680976,0.8844971432024833,0.9333179296605678,-0.3450865935964502
29,29,-0.47114557164808124,-0.12985996426573898,-0.3929672629505905,-0.473999787535085,-0.2269853812520144,0.44725788776617237
30,30,0.04049421340615611,0.4374408148951585,-0.7537475005763499,0.6040718507152174,0.22622471114940113,-0.6934654069041586
31,31,-0.7548218543771426,-0.2880007138844425,-0.11117699432147643,0.060437515942667774,-0.9079769292810396,0.304190829367017
32,32,0.4024638240186371,-0.7400722857404416,0.9122861389550945,-0.5216940977177071,0.4799323384221148,0.02955147556061477
33,33,0.6443476046793009,-0.2461510753631304,-0.4229670507224783,-0.1790065611266416,-0.1739591656094468,0.9306835389525157
34,34,-0.9745137837539701,0.43708730526696193,0.0021539769373968287,0.6821156256181862,0.7413548189791945,-0.5028335802607506
35,35,-0.895542857029441,-0.006050936446563293,-0.38064182842433714,0.40655668781937004,0.26237759816898243,0.9359632386725905
36,36,-0.9940952819743354,-0.7886302154312104,-0.013111828897819366,-0.5637400378101467,0.2085173813335901,-0.12684930047124565
37,37,-0.27916975353000906,-0.588820202765246,-0.9780353979252403,0.5783835096478012,0.11838191444986368,0.4786462110149081
38,38,0.4032876603778879,0.44015493993396815,0.8137185928123158,0.7030014111682066,0.4507122711154783,0.6634407826435411
39,39,-0.1671943802256164,0.5747044819948346,0.16981871422477401,0.7894497627285688,-0.6386288059972984,-0.46163991154678863
40,40,0.45320398867153777,0.9049716366633385,-0.5268268127007667,0.5452026990704459,0.7817597807921903,0.48005203951972963
41,41,0.22318953014529086,0.39228325978260914,-0.4777366732650792,-0.6936738295220832,0.8632106604286836,-0.7758223135335878
42,42,0.7836705005023685,0.030153318106855398,0.3001308752698484,0.6874802573424381,0.21492328164302066,0.2648095725943873
43,43,-0.11977964433575816,-0.49365424852198947,-0.80829230652084,-0.5933261409422916,-0.5744218063225226,-0.2242465873642745
44,44,-0.7646001794299695,-0.2605198497629122,-0.13929880390185034,-0.7584733873298333,-0.5762064934036781,0.02364194074536008
45,45,-0.3916453428878819,0.9198462051453802,0.5737200551582662,-0.07217517153137121,-0.742200433048112,-0.8647130304706983
46,46,-0.7851630388311879,-0.7390925117781624,0.35479650424860765,0.04442036997014975,0.7131302799384249,0.00461470392202501
47,47,0.7397864228152777,-0.3618620291692285,0.5497255798196639,0.6859563239209565,0.6731859453903539,-0.470467016163705
48,48,-0.08210155265440289,0.07215246251854945,-0.19491256373937027,-0.9291246247157592,0.9021257415878015,0.5258423751516514
49,49,0.5326163239470123,0.210883187175277,0.3317690426660673,0.8840933823273622,0.2968280688358318,0.9128315342531661
50,50,0.4544901786733728,-0.25103312723303617,-0.2319958886168323,0.8978646668280523,-0.7318898305551942,0.35237778279688614
51,51,-0.5959760121511151,-0.8706899962462304,-0.5414066497771375,0.0786470027723063,-0.7159899623589536,-0.6342857843549736
52,52,-0.9578348598193915,-0.6902506935167199,-0.9691731757027886,0.8618284181413567,-0.8586907705586551,0.2114710036540821
53,53,0.12953466788392287,0.04664323322125341,-0.48747772483859864,0.6974539254944767,0.9256579302090766,-0.1336547991449777
