,SelectedPokemonID,Caterpie,Golem,Krabby,Mewtwo,Raichu,Venusaur
0,1,-0.5882514119148254,-1.0,-1.0,-1.0,-1.0,-1.0
1,2,0.7192608714103699,-0.9332762956619263,-1.0,-1.0,-1.0,-0.9939540028572083
2,3,0.9926637411117554,-0.9091633558273315,-0.9169711470603943,-1.0,-1.0,-0.5691232085227966
3,4,0.9999978542327881,-0.8775774836540222,-0.8575881719589233,-1.0,-0.9993177056312561,-0.1656036078929901
4,5,0.9999994039535522,-0.8713964223861694,-0.8497157096862793,-1.0,-0.9979674816131592,-0.046991314738988876
5,6,1.0,-0.8658263683319092,-0.8432782888412476,-1.0,-0.9963687062263489,0.058985769748687744
6,7,1.0,-0.5891169309616089,-0.5017436742782593,-1.0,-0.1987239271402359,0.9805596470832825
7,8,1.0,-0.4701254963874817,-0.3691319525241852,-1.0,0.07129337638616562,0.9980601072311401
8,9,1.0,0.5665008425712585,0.653351366519928,-0.7135046720504761,0.8290551900863647,1.0
9,10,1.0,0.7454271912574768,0.8090473413467407,-0.6354386210441589,0.8984452486038208,1.0
10,11,0.9731836318969727,-0.9989390969276428,-1.0,-1.0,-1.0,-0.9998593330383301
11,12,1.0,-0.9688937067985535,-1.0,-1.0,-1.0,-0.8904268145561218
12,13,1.0,-0.8657082319259644,-0.8458901047706604,-1.0,-0.9999994039535522,0.9999116063117981
13,14,1.0,-0.8527733087539673,-0.8196491003036499,-1.0,-0.756212055683136,1.0
14,15,1.0,-0.8004984855651855,-0.7410906553268433,-1.0,-0.4701990485191345,1.0
15,16,1.0,-0.7857957482337952,-0.7166732549667358,-1.0,-0.406130313873291,1.0
16,17,1.0,-0.7610695958137512,-0.658947765827179,-1.0,-0.2740832567214966,1.0
17,18,1.0,-0.3839958608150482,-0.18675465881824493,-0.9557243585586548,0.4220757782459259,1.0
18,19,1.0,0.728737473487854,0.8582168221473694,-0.3682815730571747,1.0,1.0
19,20,1.0,0.9999479055404663,1.0,0.512140154838562,1.0,1.0
20,21,0.6649428606033325,-0.9507688879966736,-1.0,-1.0,-1.0,-0.9983830451965332
21,22,0.7918776869773865,-0.9313369393348694,-1.0,-1.0,-1.0,-0.9297638535499573
22,23,0.9888007044792175,-0.8957758545875549,-0.9355053901672363,-1.0,-0.9983925223350525,-0.4036431610584259
23,24,0.999970555305481,-0.8369221091270447,-0.8398097157478333,-1.0,-0.8548834323883057,0.21943916380405426
24,25,1.0,-0.4643307030200958,-0.37437117099761963,-1.0,0.09063493460416794,0.9982950687408447
25,26,1.0,0.6246679425239563,0.7043573260307312,-0.9029821157455444,0.8007325530052185,0.9999719858169556
26,27,1.0,0.8770802021026611,0.9157338738441467,-0.47696468234062195,0.9369170069694519,1.0
27,28,1.0,0.9035771489143372,0.9348387718200684,-0.4129379689693451,0.9631014466285706,1.0
28,29,1.0,0.922322154045105,0.9462826251983643,-0.3479140102863312,0.9890245199203491,1.0
29,30,1.0,0.9569143652915955,0.9781743288040161,-0.11953741312026978,0.9999819993972778,1.0
30,31,0.7812268733978271,-1.0,-1.0,-1.0,-1.0,-0.9918045997619629
31,32,0.983398973941803,-1.0,-0.9999951720237732,-1.0,-0.9730512499809265,-0.40669429302215576
32,33,1.0,-0.8796278834342957,-0.08491991460323334,-1.0,0.13964375853538513,0.9999831914901733
33,34,1.0,-0.8431137800216675,0.1875622421503067,-1.0,0.32200831174850464,0.9999295473098755
34,35,1.0,-0.8163985013961792,0.3025130033493042,-1.0,0.390403687953949,0.9998607635498047
35,36,1.0,0.26973679661750793,0.9186313152313232,-0.9999982714653015,0.9737759828567505,1.0
36,37,1.0,0.4161229729652405,0.9382099509239197,-0.995413601398468,0.9936903119087219,1.0
37,38,1.0,0.6600857377052307,0.9715160131454468,-0.9166913032531738,0.9999983310699463,1.0
38,39,1.0,0.6901955008506775,0.9763655066490173,-0.8930394053459167,1.0,1.0
39,40,1.0,0.8021014332771301,0.9948531985282898,-0.6793078780174255,1.0,1.0
40,41,0.9767107963562012,-1.0,-1.0,-1.0,-0.9999856352806091,-0.8099114894866943
41,42,0.9999976754188538,-1.0,-1.0,-1.0,-0.9369913339614868,0.38254663348197937
42,43,0.9999980926513672,-0.9844141006469727,-1.0,-1.0,-0.8907279372215271,0.38564974069595337
43,44,1.0,-0.8231487274169922,-0.7925965189933777,-1.0,-0.05498526617884636,1.0
44,45,1.0,-0.7224291563034058,-0.751310408115387,-1.0,0.32557815313339233,1.0
45,46,1.0,-0.2722359299659729,-0.6348918080329895,-0.9062082171440125,0.8335233330726624,1.0
